0	5
0	6
0	9
0	12
0	17
0	25
0	38
0	46
0	52
0	75
0	98
0	108
0	137
0	144
0	166
0	196
0	224
0	232
0	247
0	263
0	297
0	309
0	327
0	343
0	345
0	390
0	426
0	444
0	449
0	468
0	547
0	570
0	628
0	705
0	752
0	771
0	774
0	819
0	914
0	951
0	1038
0	1283
0	1319
0	1352
0	1367
0	1422
0	1446
0	1454
0	1478
0	1537
0	1552
0	1566
0	1584
0	1599
0	1610
0	1634
0	1679
0	1724
0	1827
0	1879
0	1891
0	1915
0	2028
0	2035
0	2118
0	2201
0	2279
0	2326
0	2353
0	2354
0	2386
0	2425
0	2477
0	2501
0	2509
0	2826
0	2853
0	2867
0	2940
0	3084
0	3085
0	3087
0	3116
0	3275
0	3350
0	3438
0	3711
0	3917
0	3929
0	4210
0	4255
0	4411
0	4620
0	4690
0	4986
0	5016
0	5072
0	5087
0	5602
0	5663
0	6065
0	6073
0	6228
0	6266
0	6431
0	6685
0	6834
0	6955
0	7249
0	7352
0	7845
0	7929
0	8567
0	8828
0	8888
0	8991
0	9160
0	9272
0	9368
0	9555
0	9821
0	11659
0	11728
0	11769
0	11846
0	11921
0	12247
0	12266
0	12326
0	12419
0	12817
0	12905
0	12946
0	13099
0	13111
0	13228
0	13712
0	13838
0	13878
0	13958
0	14389
0	14724
0	14750
0	15176
0	15190
0	15255
0	15558
0	15710
0	15751
0	15774
0	15892
0	15920
0	16038
0	16308
0	16452
0	16490
0	16662
0	16701
0	16940
0	17011
0	17167
0	17554
0	17859
0	17890
0	17947
0	18043
0	18122
0	18647
0	18848
0	18903
0	19006
0	19270
0	19393
0	19557
0	19999
1	5
1	8
1	13
1	16
1	38
1	50
1	57
1	70
1	178
1	200
1	283
1	309
1	341
1	364
1	660
1	691
1	748
1	833
1	897
1	1133
1	1681
1	2227
1	2237
1	2683
1	2934
1	3067
1	3164
1	3499
1	3578
1	4013
1	4363
1	5085
1	6291
1	6709
1	6711
1	6893
1	6909
1	6933
1	6951
1	7142
1	7275
1	7328
1	7575
1	7835
1	8602
1	11095
1	12339
1	14186
1	14773
1	14878
1	15004
1	15057
1	15697
1	16218
1	16299
1	17552
1	17819
1	19487
1	19727
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	13
2	15
2	16
2	19
2	23
2	25
2	31
2	32
2	44
2	49
2	54
2	96
2	124
2	146
2	150
2	162
2	165
2	177
2	190
2	216
2	225
2	242
2	270
2	284
2	290
2	294
2	298
2	322
2	323
2	324
2	383
2	398
2	407
2	427
2	439
2	447
2	456
2	457
2	458
2	477
2	485
2	521
2	522
2	612
2	671
2	675
2	707
2	770
2	779
2	830
2	841
2	855
2	902
2	915
2	937
2	953
2	954
2	1009
2	1063
2	1101
2	1123
2	1134
2	1142
2	1171
2	1188
2	1256
2	1262
2	1277
2	1304
2	1352
2	1433
2	1453
2	1481
2	1504
2	1553
2	1558
2	1565
2	1576
2	1622
2	1637
2	1686
2	1691
2	1696
2	1737
2	1842
2	1873
2	1887
2	1930
2	1954
2	2004
2	2033
2	2113
2	2122
2	2158
2	2167
2	2199
2	2227
2	2318
2	2326
