0	3
0	4
0	5
0	7
0	9
0	10
0	11
0	12
0	13
0	28
0	40
0	43
0	49
0	55
0	59
0	61
0	71
0	75
0	79
0	88
0	99
0	101
0	121
0	122
0	153
0	159
0	170
0	183
0	199
0	209
0	221
0	222
0	225
0	228
0	234
0	256
0	262
0	264
0	272
0	280
0	289
0	297
0	322
0	376
0	384
0	392
0	398
0	405
0	411
0	426
0	431
0	432
0	444
0	451
0	498
0	500
0	506
0	522
0	523
0	533
0	569
0	571
0	581
0	677
0	724
0	745
0	751
0	758
0	784
0	792
0	840
0	870
0	935
0	937
0	986
0	987
0	997
0	1042
0	1067
0	1084
0	1103
0	1156
0	1167
0	1184
0	1225
0	1339
0	1340
0	1351
0	1404
0	1410
0	1433
0	1492
0	1495
0	1509
0	1517
0	1533
0	1541
0	1550
0	1627
0	1664
0	1698
0	1718
0	1719
0	1747
0	1810
0	1825
0	1889
0	1941
0	1959
0	2001
0	2029
0	2057
0	2091
0	2115
0	2117
0	2176
0	2279
0	2339
0	2344
0	2416
0	2603
0	2623
0	2671
0	2731
0	2793
0	2800
0	2804
0	2825
0	2853
0	2867
0	2935
0	2968
0	2971
0	2996
0	3026
0	3072
0	3177
0	3226
0	3245
0	3339
0	3402
0	3439
0	3549
0	3574
0	3643
0	3667
0	3774
0	3820
0	3840
0	3956
0	4121
0	4165
0	4175
0	4186
0	4342
0	4382
0	4432
0	4499
0	4545
0	4579
0	4624
0	4634
0	4750
0	4785
0	4978
0	4985
0	5102
0	5171
0	5182
0	5243
0	5334
0	5338
0	5357
0	5561
0	5565
0	5644
0	5671
0	5747
0	5865
0	5923
0	6077
0	6105
0	6106
0	6151
0	6225
0	6292
0	6319
0	6485
0	6497
0	6675
0	6704
0	6762
0	6766
0	6867
0	6869
0	6881
0	6956
0	6978
0	7006
0	7046
0	7095
0	7181
0	7361
0	7562
0	7613
0	7692
0	7880
0	7933
0	7993
0	8155
0	8254
0	8395
0	8469
0	8573
0	8602
0	8665
0	8752
0	8761
0	8772
0	8903
0	8916
0	8982
0	9070
0	9154
0	9198
0	9282
0	9283
0	9515
0	9546
0	9573
0	9586
0	9642
0	9649
0	9762
0	9905
0	9996
1	3
1	4
1	5
1	8
1	11
1	16
1	18
1	29
1	37
1	43
1	44
1	45
1	47
1	48
1	60
1	64
1	65
1	67
1	70
1	73
1	80
1	91
1	108
1	115
1	124
1	187
1	203
1	205
1	207
1	230
1	246
1	253
1	255
1	272
1	278
1	280
1	282
1	289
1	344
1	358
1	393
1	410
1	415
1	422
1	454
1	457
1	460
1	471
1	528
1	548
1	592
1	598
1	599
1	633
1	652
1	661
1	675
1	685
1	726
1	732
1	740
1	797
1	811
1	831
1	834
1	863
1	883
1	893
1	899
1	958
1	994
1	995
1	1028
1	1038
1	1061
1	1079
1	1126
1	1177
